customerID,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,Churn,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling
7590-VHVEG_3166,72.0,67.95039910269765,4861.364047209403,2,2,3,0,Male,0,Yes,No,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,Yes
7590-VHVEG_3167,3.3411302127247375,18.0,146.25696742726336,0,2,2,1,Female,1,Yes,No,Yes,Yes,Yes,No internet service,No,No,Yes,Yes,Yes
7590-VHVEG_3168,43.37378135216404,21.917421992018262,806.2644637272574,1,1,3,0,Male,0,No,Yes,Yes,No,Yes,No internet service,No,No,No,No,No
7590-VHVEG_3169,15.812260823919752,70.99838194312315,1170.378079003257,0,1,2,0,Female,0,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes
7590-VHVEG_3170,31.941435273603695,59.18019999036382,1993.432133664477,1,0,2,0,Female,0,Yes,Yes,Yes,Yes,No internet service,No internet service,Yes,No internet service,No,Yes,Yes
7590-VHVEG_3171,9.042746127436956,83.18325712257509,826.5302867750635,0,2,0,1,Male,1,No,No,Yes,No phone service,No,No internet service,No internet service,No,No,No,Yes
7590-VHVEG_3172,5.212473611855499,63.29459270671907,322.78233068539845,2,1,0,0,Male,0,Yes,No,Yes,Yes,No,No,No,No internet service,Yes,No,Yes
7590-VHVEG_3173,5.247128103846568,61.12048419369165,320.44079153516384,0,1,2,1,Female,0,No,Yes,Yes,No phone service,No,No,No,No,Yes,No,Yes
7590-VHVEG_3174,2.1929941980201506,18.0,168.04322262157032,0,2,3,0,Male,0,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
7590-VHVEG_3175,6.1608295103306725,85.56080779431544,585.3175685307804,0,0,2,1,Female,1,Yes,No,Yes,No,No,No,No,No,No,Yes,No
7590-VHVEG_3176,32.738917913589965,48.77134538102732,1772.2391733680697,2,0,2,0,Female,0,No,No,Yes,No phone service,No,No,No,No internet service,No internet service,Yes,No
7590-VHVEG_3177,64.03356456774586,55.04485190701942,3350.44840853124,0,0,2,1,Female,0,No,No,Yes,No,No internet service,No,No,No,No,No,Yes
7590-VHVEG_3178,50.48053687984223,38.25552392227124,2021.830954600988,0,0,0,0,Female,0,No,Yes,Yes,No phone service,No internet service,Yes,Yes,No internet service,No internet service,No,No
7590-VHVEG_3179,34.66827334909371,26.489723401241307,837.2260984680183,0,2,2,0,Female,1,Yes,No,Yes,Yes,No internet service,Yes,No,No,No,Yes,Yes
7590-VHVEG_3180,3.5105752143189446,101.80344570412797,350.09755643876014,0,2,1,1,Female,1,No,No,Yes,Yes,No internet service,No,Yes,No,No internet service,No,Yes
7590-VHVEG_3181,10.24039564453289,84.88719237387221,1006.8790836984119,0,1,2,1,Female,0,No,No,No,No,Yes,No,No,No,Yes,No internet service,Yes
7590-VHVEG_3182,11.123514891478907,85.2998893838533,848.5993788097454,1,0,2,1,Female,0,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No
7590-VHVEG_3183,8.628740078886057,59.587234547515806,725.724077263259,0,0,3,1,Male,0,Yes,Yes,Yes,No,No,Yes,No,No internet service,No,No,No
7590-VHVEG_3184,21.708541728519805,21.55193885085513,578.4272366526128,1,2,1,0,Female,0,No,No,Yes,No,No,No,No,No,No,Yes,Yes
7590-VHVEG_3185,23.00728748819532,117.55111889594515,2762.453681241642,0,2,1,0,Female,0,No,No,Yes,No phone service,Yes,No,No internet service,No,Yes,No internet service,No
7590-VHVEG_3186,13.242997137517733,75.5572907815849,907.4012989803883,0,1,1,1,Female,0,No,No,Yes,No,No internet service,No,No,Yes,Yes,No,Yes
7590-VHVEG_3187,13.098883463544963,68.41973000192489,878.2494334238448,1,1,3,1,Male,0,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No internet service,Yes
7590-VHVEG_3188,52.904887529312624,56.02167444257306,2927.982575764868,0,1,1,0,Female,0,Yes,No,Yes,Yes,No internet service,Yes,Yes,No internet service,No internet service,No,Yes
7590-VHVEG_3189,46.71858048807235,18.0,717.7031961830323,0,0,0,1,Male,0,Yes,No,Yes,No,No internet service,Yes,No,No,Yes,Yes,Yes
7590-VHVEG_3190,11.036229778701111,93.53896830691805,1141.6941122406372,0,2,3,1,Male,0,No,Yes,Yes,No,No,Yes,No,No internet service,Yes,No,Yes
7590-VHVEG_3191,72.0,38.557412327443615,2735.697155007908,0,2,1,0,Male,0,No,Yes,No,Yes,No internet service,No,No,Yes,Yes,No,Yes
7590-VHVEG_3192,72.0,78.66422907155639,5646.26970128896,1,2,0,1,Female,0,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes
7590-VHVEG_3193,11.868824093633707,84.2708490280891,987.6921549035127,1,1,2,0,Female,0,No,No,Yes,Yes,Yes,Yes,No,No internet service,Yes,No,No
7590-VHVEG_3194,13.128414213725593,73.35394054682888,941.6033053707135,1,1,2,0,Female,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No internet service,No,No
7590-VHVEG_3195,21.134383673125804,76.74933850829711,1675.0958456868639,0,1,2,1,Female,0,Yes,No,Yes,No,Yes,No internet service,No,No,No internet service,No,No
7590-VHVEG_3196,72.0,98.65299379745741,7040.748255685246,0,1,2,1,Male,0,Yes,No,Yes,No,No,No internet service,No,No,Yes,No,Yes
7590-VHVEG_3197,62.701593326783616,45.18961470417571,2935.2927032311627,0,1,0,0,Female,0,Yes,No,Yes,Yes,No,No,No,No internet service,No internet service,No,Yes
7590-VHVEG_3198,3.246536574421628,69.11256475108765,164.78179810486546,1,0,1,0,Male,0,No,No,Yes,No,No internet service,Yes,Yes,No,No,No internet service,Yes
7590-VHVEG_3199,14.963490007021429,59.372364883004096,885.5651428090873,0,0,0,1,Male,0,No,No,No,Yes,No,Yes,No,Yes,Yes,No internet service,No
7590-VHVEG_3200,24.18082294404521,19.01087380444742,329.0392128312993,0,1,1,0,Female,1,No,No,Yes,No phone service,No,Yes,Yes,No,Yes,No internet service,Yes
7590-VHVEG_3201,20.982954983522045,72.15833324667523,1621.2614561554433,1,2,2,0,Female,0,Yes,No,Yes,No,No internet service,Yes,No internet service,No,No,No,No
7590-VHVEG_3202,6.465049800245323,96.28126491311714,755.0452441911934,0,2,1,1,Male,0,Yes,No,Yes,No,Yes,Yes,Yes,No internet service,No,No,Yes
7590-VHVEG_3203,58.73090210867559,99.40835396692987,5909.92945590069,2,0,2,0,Male,0,Yes,Yes,No,Yes,No internet service,No,No,No,Yes,No internet service,Yes
7590-VHVEG_3204,33.8975891456417,111.43693023239325,3794.484703550364,0,0,2,1,Female,0,Yes,No,Yes,No,No,No,Yes,No,No internet service,Yes,No
7590-VHVEG_3205,54.58780548898322,20.657021885268925,1124.0071329326759,1,1,1,0,Female,0,Yes,No,Yes,No,No internet service,Yes,No,No,Yes,No,Yes
7590-VHVEG_3206,58.71975020416285,105.71569244703103,6051.375567484741,0,2,0,1,Female,0,Yes,No,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Yes
7590-VHVEG_3207,41.39217921509254,69.6209941090095,2746.290499363796,2,2,0,0,Male,0,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes
7590-VHVEG_3208,17.352295417142315,105.01406268424898,1897.284641903963,0,2,0,1,Male,0,No,No,Yes,No phone service,No,No,Yes,No,Yes,No internet service,No
7590-VHVEG_3209,28.290343782811494,55.130439770114336,1541.5815847203753,0,2,2,0,Male,1,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No
7590-VHVEG_3210,5.243654672199102,51.72998803012787,135.3317157008222,0,1,3,1,Male,0,No,No,Yes,No phone service,No internet service,No,No,No,No,No,Yes
7590-VHVEG_3211,33.59312436748671,34.618185594327656,1022.3989693364929,2,0,2,0,Female,0,No,Yes,Yes,Yes,No internet service,No internet service,Yes,No internet service,No,No internet service,No
7590-VHVEG_3212,5.926220681817065,84.39943916015402,563.6609940060314,2,0,2,0,Female,1,Yes,Yes,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,Yes
7590-VHVEG_3213,35.52016361107429,77.86190176329373,2853.064937304758,0,2,1,0,Female,0,Yes,No,Yes,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes
7590-VHVEG_3214,7.825290933301939,37.07476094424186,136.7288551176892,1,0,2,1,Female,0,Yes,No,Yes,Yes,No internet service,No,No,No,Yes,No,Yes
7590-VHVEG_3215,3.7516386703848847,18.0,82.73576198226775,1,2,2,1,Female,0,Yes,No,Yes,Yes,No,No internet service,Yes,No,No,No,Yes
7590-VHVEG_3216,5.419929568291455,75.38113085808484,447.34919173697006,0,2,0,1,Female,1,No,No,Yes,No,No internet service,No internet service,No,Yes,No,Yes,No
7590-VHVEG_3217,1.0,78.22925917361832,19.863213443076525,0,0,3,1,Male,0,Yes,No,Yes,No,Yes,No internet service,Yes,No,No,No,No
7590-VHVEG_3218,38.054232355387924,40.32621220685586,1658.5563801302358,2,2,0,0,Female,0,Yes,No,Yes,Yes,No internet service,No,No,Yes,Yes,No,No
7590-VHVEG_3219,39.54797612951404,35.304289665725946,1361.73800320171,0,1,2,0,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,Yes
7590-VHVEG_3220,21.704069238811535,81.3967044786562,1594.9539575302983,0,2,2,1,Female,0,Yes,No,Yes,No phone service,No internet service,Yes,Yes,No,Yes,Yes,No
7590-VHVEG_3221,5.279312605222647,111.40984245812214,568.7032491769343,0,2,3,1,Female,1,No,Yes,Yes,No phone service,No,No internet service,No,No internet service,Yes,No,Yes
7590-VHVEG_3222,2.6175750457206273,52.62524502729836,274.54746836090976,0,0,3,0,Female,0,No,No,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,No
7590-VHVEG_3223,1.0,43.0090266819266,8.463551920133526,1,1,3,1,Male,0,Yes,No,Yes,Yes,Yes,No internet service,Yes,No,No,No,Yes
7590-VHVEG_3224,5.436599283452037,72.47146159376449,289.310445893732,0,0,2,1,Male,1,No,No,Yes,Yes,No,No,No,No,No,No,No
7590-VHVEG_3225,66.45248721448904,80.88132662120178,5437.586124365957,0,2,2,1,Male,0,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No
7590-VHVEG_3226,8.293831594855064,55.892747602689724,489.405207543911,0,1,0,0,Female,1,No,No,Yes,No phone service,No internet service,No internet service,Yes,No,No,No,No
7590-VHVEG_3227,13.121276238032813,115.62727708729884,1516.8843214633812,0,2,1,1,Male,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Yes
7590-VHVEG_3228,3.339529542329002,87.54212805354197,340.0619598119429,0,1,3,0,Female,0,Yes,Yes,Yes,No phone service,Yes,Yes,Yes,No internet service,Yes,No,No
7590-VHVEG_3229,7.544797939850491,55.46823234920833,349.3276392472136,2,2,1,1,Female,0,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes
7590-VHVEG_3230,21.97065003057493,25.187925693044868,493.3931422326192,0,2,0,1,Female,0,No,No,Yes,Yes,No,No,No,No internet service,No,Yes,Yes
7590-VHVEG_3231,28.075881829852197,97.9855446953718,2823.782593286857,1,2,0,1,Male,0,No,No,Yes,No,Yes,No,No internet service,No,Yes,Yes,No
7590-VHVEG_3232,8.445128397713608,94.79828090537683,703.9448281953016,0,0,1,1,Male,0,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes
7590-VHVEG_3233,1.783971383630446,57.431178250955845,263.94617112506666,0,1,0,1,Male,0,Yes,Yes,Yes,No,No,Yes,No,No,No internet service,No,No
7590-VHVEG_3234,14.879729550701274,73.76438644031361,1220.5310390635,0,0,1,1,Female,0,No,No,Yes,No,No,No,No,No,No,No,Yes
7590-VHVEG_3235,8.005159253551675,61.23825256293728,375.8103453131781,1,0,1,0,Male,1,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,No
7590-VHVEG_3236,7.43668888416069,78.0149720277242,727.7540398203171,2,1,1,0,Female,0,Yes,No,Yes,No phone service,No internet service,No internet service,No,No,Yes,No internet service,No
7590-VHVEG_3237,72.0,39.37626172170795,2850.3102219430807,0,1,0,1,Female,1,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No internet service,No
7590-VHVEG_3238,28.736866444529902,35.81202199807885,1167.6040440041877,0,2,3,0,Male,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,Yes,No internet service,No,Yes
7590-VHVEG_3239,24.417334557928356,85.27159331901308,2095.4477138232965,1,1,2,0,Female,1,Yes,No,Yes,No,No,No,Yes,No,No internet service,No,No
7590-VHVEG_3240,16.124078207339252,88.44037108773995,1408.3009725619856,0,2,2,0,Female,1,No,No,Yes,No phone service,No,Yes,No,No,No,No internet service,No
7590-VHVEG_3241,16.80805753390416,52.730199359459846,858.1459071031029,1,0,2,0,Female,1,Yes,No,Yes,No phone service,No,No,No internet service,No,Yes,No,Yes
7590-VHVEG_3242,23.35494381059449,46.27197310097439,835.7201279894534,0,0,1,0,Male,0,Yes,No,Yes,No phone service,Yes,No,No,No,Yes,No,Yes
7590-VHVEG_3243,35.76427250771415,93.68916130361745,3443.4349924649223,1,0,3,0,Female,1,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes
7590-VHVEG_3244,36.334565050051374,47.11843701712053,1641.3178562676933,1,1,3,0,Female,1,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No
7590-VHVEG_3245,5.651175486786831,66.38528139964416,471.1372702033517,0,1,0,1,Male,1,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes
7590-VHVEG_3246,20.801181304292516,63.21462554068366,1482.334697921327,1,2,0,0,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,Yes,No,No,Yes,No
7590-VHVEG_3247,15.928712000222168,28.327351366202016,393.46251918903073,0,2,2,0,Female,1,No,No,Yes,No phone service,No internet service,No internet service,Yes,No,No,No internet service,Yes
7590-VHVEG_3248,61.32847959799855,69.80285667696671,4217.241309500959,0,1,0,0,Male,0,Yes,No,Yes,Yes,No,No,No,No,No,No internet service,Yes
7590-VHVEG_3249,29.9428370317113,67.360173835104,2117.7340646862276,0,0,3,0,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,Yes,Yes,Yes,Yes,No
7590-VHVEG_3250,22.810938855216868,74.00478195254016,1641.3639013247707,0,0,2,1,Female,0,No,No,Yes,Yes,No,No,No internet service,No,No internet service,Yes,Yes
7590-VHVEG_3251,3.6784097038082058,68.95577174133216,385.3721739216686,0,2,1,0,Female,0,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No internet service,Yes
7590-VHVEG_3252,27.914571873982073,118.39218523533431,3235.7475013948438,2,2,1,0,Female,0,No,No,Yes,No,No,Yes,Yes,No,Yes,No internet service,Yes
7590-VHVEG_3253,3.739830864160432,94.04195578308075,495.52208639171454,1,2,2,1,Male,0,Yes,No,Yes,No phone service,Yes,No,Yes,No,No,No internet service,Yes
7590-VHVEG_3254,12.338757431061913,65.97022501137005,783.4169109247922,0,0,0,0,Male,1,No,No,Yes,Yes,Yes,No internet service,Yes,No internet service,No,Yes,Yes
7590-VHVEG_3255,4.623989168022757,68.25597709623847,348.6397076793185,2,0,3,0,Female,0,No,No,Yes,No,Yes,No,No internet service,No,Yes,No,Yes
7590-VHVEG_3256,35.336839149488654,109.09048019376976,3953.1385034681125,0,0,0,0,Female,0,No,Yes,Yes,No,No,No internet service,No,Yes,Yes,No,No
7590-VHVEG_3257,6.929681756383393,86.57719465013118,651.1027061990973,1,2,3,0,Male,0,Yes,No,Yes,No,No,No internet service,No,No,Yes,Yes,No
7590-VHVEG_3258,14.920473889850545,34.27492848763884,618.4641784050789,0,1,0,0,Female,0,Yes,No,Yes,No,No internet service,Yes,No,No,Yes,No,No
7590-VHVEG_3259,67.8072636266139,88.72370557017742,5870.513139016725,1,2,2,0,Female,0,Yes,No,Yes,No,No internet service,Yes,No,No,Yes,Yes,No
7590-VHVEG_3260,6.856609161904607,96.07002705149857,617.9944314912588,1,1,0,1,Male,1,No,Yes,No,No phone service,No,No,No,No,No,Yes,No
7590-VHVEG_3261,21.26641288484907,105.44292689439462,2248.7165848300647,1,1,1,0,Male,0,Yes,No,No,Yes,Yes,Yes,No,No,No,No internet service,Yes
7590-VHVEG_3262,16.304166199027215,54.96270795981279,819.5692756410256,0,0,2,1,Female,0,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No
7590-VHVEG_3263,1.0,53.13873761327581,150.21719304099008,0,2,0,1,Female,1,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No internet service,No
7590-VHVEG_3264,47.21605903367773,41.454624463816735,1906.0991111842907,0,0,1,0,Female,0,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes
7590-VHVEG_3265,2.14635934588116,72.70318660840334,79.69985176325926,0,2,1,0,Male,0,Yes,No,No,Yes,No internet service,Yes,Yes,No,No internet service,Yes,Yes
7590-VHVEG_3266,19.288170437025727,83.32168956139247,1701.168607198505,0,0,1,0,Female,0,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes
7590-VHVEG_3267,24.675699627979583,52.16677033306239,1182.7061045124528,1,0,2,0,Female,1,No,No,Yes,No,Yes,No,No,No,No,No,Yes
7590-VHVEG_3268,29.700254131922755,61.454617558270975,1725.5459180466055,2,1,3,0,Male,0,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No
7590-VHVEG_3269,35.00335788171569,18.0,680.8880849898921,0,2,0,1,Male,0,No,No,Yes,No,No internet service,No,No,No,No internet service,Yes,Yes
7590-VHVEG_3270,8.761643907659835,102.73622626006625,1034.5203738622843,0,1,0,1,Male,0,No,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,Yes,Yes
7590-VHVEG_3271,1.0,25.875590712497576,42.04348181279666,2,1,1,0,Male,0,No,No,Yes,Yes,No internet service,Yes,Yes,Yes,No internet service,Yes,Yes
7590-VHVEG_3272,38.56022177968195,74.36949380482011,2706.1197617656626,2,0,3,0,Male,1,Yes,No,No,Yes,No,No,No internet service,No,Yes,Yes,No
7590-VHVEG_3273,23.01392738618083,70.95637083430869,1701.4782599078185,0,0,3,1,Female,0,No,No,Yes,No phone service,No,No,No,No,No,No,No
7590-VHVEG_3274,54.25820433938656,66.14519921328991,3529.6599065893724,0,2,2,0,Male,0,No,Yes,Yes,No phone service,Yes,No,No internet service,No,Yes,No internet service,No
7590-VHVEG_3275,51.67624365994338,66.71992195849224,3559.910807493361,1,0,3,1,Female,1,No,No,Yes,No,No,No,No internet service,Yes,No internet service,Yes,Yes
7590-VHVEG_3276,55.607674094037634,39.70547060692915,2169.9635103513497,1,2,3,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No,Yes,Yes,Yes
7590-VHVEG_3277,19.91316602994808,56.79836989513764,1245.429926991194,0,2,0,1,Female,0,Yes,No,Yes,Yes,No internet service,No internet service,No,No,No,No internet service,Yes
7590-VHVEG_3278,12.17723399510965,89.22376630630426,1044.7177580784212,1,2,0,0,Male,0,No,No,Yes,Yes,No internet service,No internet service,No,No internet service,Yes,No,No
7590-VHVEG_3279,47.04286277495788,96.6288875109159,4476.826263514183,1,0,1,0,Male,0,Yes,Yes,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,Yes
7590-VHVEG_3280,18.005781180968118,54.477476535626494,789.1530598896645,0,1,0,1,Male,1,No,Yes,Yes,Yes,Yes,Yes,No,No internet service,Yes,Yes,Yes
7590-VHVEG_3281,6.079727241462871,25.989511738077162,92.04999211766872,1,2,2,0,Female,1,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No
7590-VHVEG_3282,57.925271315203695,45.53315371757384,2655.247298178185,0,2,2,1,Female,0,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
7590-VHVEG_3283,64.25479994504094,111.31742737132205,7162.723475826901,1,0,2,1,Male,0,No,No,Yes,No phone service,Yes,No,No internet service,No,No internet service,No,Yes
7590-VHVEG_3284,18.838190280135226,47.02138775031935,946.9614282263694,1,1,0,0,Female,1,Yes,No,Yes,No phone service,No internet service,No internet service,Yes,Yes,No internet service,No internet service,No
7590-VHVEG_3285,2.3615486906387355,62.56990824350551,272.17662524981046,0,2,3,0,Female,0,Yes,No,Yes,Yes,No internet service,No,No internet service,No internet service,No,Yes,Yes
7590-VHVEG_3286,14.722166101054487,100.39780905049562,1480.9398750602131,1,1,1,0,Female,0,No,No,Yes,No phone service,Yes,No internet service,No,No,No internet service,No,No
7590-VHVEG_3287,48.81853551748315,51.82759986657227,2536.9205642337756,1,2,1,0,Male,1,Yes,Yes,Yes,Yes,No,No,No internet service,No,No internet service,Yes,No
7590-VHVEG_3288,69.61453870499301,60.86161525880809,4348.141696383898,2,1,3,0,Male,0,Yes,Yes,Yes,No,No,No internet service,Yes,No,No,No internet service,Yes
7590-VHVEG_3289,6.824817858602553,84.86245726890776,602.2723553513617,0,0,0,1,Male,0,No,Yes,No,Yes,No internet service,No,No,No,Yes,Yes,Yes
7590-VHVEG_3290,2.079653868109042,107.79517168823762,131.86087148415305,0,0,1,0,Female,0,Yes,Yes,Yes,Yes,No,No internet service,Yes,No,Yes,No,Yes
7590-VHVEG_3291,62.952726084124286,48.86120338262553,3023.732810692393,2,0,2,0,Female,0,No,No,Yes,No phone service,Yes,No,Yes,No internet service,Yes,Yes,No
7590-VHVEG_3292,14.799638623338778,99.80238110302957,1264.0492292328468,1,0,3,0,Female,0,No,No,Yes,Yes,No,No internet service,Yes,No,Yes,No,Yes
7590-VHVEG_3293,23.410929568114067,57.961782253391966,1263.2654664459217,2,2,0,1,Male,1,Yes,No,Yes,Yes,No,Yes,No internet service,No,Yes,No,Yes
7590-VHVEG_3294,72.0,42.85178236337654,2916.2964275753907,0,2,2,1,Male,0,No,Yes,Yes,No phone service,No,No,No internet service,No,Yes,No,No
7590-VHVEG_3295,2.06650972077382,71.23891075768893,182.31601700058778,0,2,3,1,Female,0,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No internet service,Yes
7590-VHVEG_3296,31.350838259542492,36.06079855578508,1251.689284262682,0,2,1,0,Male,0,Yes,No,Yes,No,No internet service,No,Yes,No,No internet service,No,Yes
7590-VHVEG_3297,2.309846942703749,76.80028578657203,83.31201810228231,2,1,0,1,Female,0,No,Yes,Yes,No phone service,No,No,No,Yes,Yes,Yes,No
7590-VHVEG_3298,14.12262589191605,120.0,1604.3516706706907,2,1,2,1,Male,0,Yes,Yes,Yes,No,No,No internet service,No,No,Yes,Yes,Yes
7590-VHVEG_3299,48.86084607366443,92.64002038134234,4620.784001702792,1,2,0,0,Female,0,No,No,No,No,Yes,No,No,No,Yes,No,No
7590-VHVEG_3300,17.0468755283856,62.37750905524694,1018.2529214876192,0,1,1,1,Male,0,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes
7590-VHVEG_3301,72.0,91.30504769186084,6599.638159917933,0,1,3,1,Female,0,Yes,No,Yes,No,No,No internet service,No,No,Yes,Yes,No
7590-VHVEG_3302,24.565345366731215,41.71195678456838,1098.9819508775731,1,2,2,0,Male,0,Yes,No,Yes,No phone service,Yes,Yes,No,No,No,No,Yes
7590-VHVEG_3303,11.621189726839424,45.90813409994575,462.6994290860707,1,1,0,0,Female,1,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No
7590-VHVEG_3304,7.4581228501101,63.07088061971839,401.52448882910505,1,2,1,0,Male,0,Yes,No,Yes,No,No internet service,Yes,No,No,Yes,No,Yes
7590-VHVEG_3305,12.947521767011452,67.19452999624593,819.364078300848,0,2,2,1,Female,0,Yes,No,Yes,No phone service,No,No internet service,No internet service,No,Yes,Yes,No
7590-VHVEG_3306,13.981939058812685,32.66742951975582,301.39828645850025,0,1,1,1,Female,0,Yes,No,Yes,No phone service,Yes,No internet service,No internet service,No,No internet service,Yes,Yes
7590-VHVEG_3307,2.1356551878793515,57.33806269723922,171.12199966923237,0,0,2,1,Female,0,No,Yes,Yes,No,No,No,No internet service,No,Yes,No internet service,No
7590-VHVEG_3308,13.840794419121641,61.385282075348634,909.7079609370439,1,2,3,0,Male,1,Yes,Yes,Yes,Yes,No internet service,Yes,Yes,No,No,No internet service,No
7590-VHVEG_3309,18.72198649399444,103.54930869596583,1946.6176370128064,0,1,1,0,Male,0,No,Yes,Yes,Yes,Yes,No,No internet service,No,Yes,Yes,Yes
7590-VHVEG_3310,38.48374433558763,32.66636209162923,1393.091600758186,2,0,3,0,Male,0,Yes,No,Yes,No phone service,No internet service,Yes,Yes,Yes,No internet service,No,Yes
7590-VHVEG_3311,32.07709405125924,30.348786485360677,947.3823465527004,1,1,3,0,Female,0,No,Yes,Yes,No phone service,No,Yes,No internet service,No,Yes,Yes,Yes
7590-VHVEG_3312,37.008810822200005,69.39272356511417,2629.901169328665,0,2,0,0,Female,0,No,No,Yes,No,No internet service,No internet service,Yes,Yes,No,No internet service,Yes
7590-VHVEG_3313,1.0,93.77191506818481,142.35535750940403,0,2,0,1,Male,0,No,No,No,No,No,No,Yes,No,Yes,No,Yes
7590-VHVEG_3314,7.364259258910289,78.7898253510129,500.3175083930576,2,2,1,1,Female,0,Yes,No,Yes,No,No,No internet service,No,No,Yes,No internet service,Yes
7590-VHVEG_3315,32.51327284413711,72.56692233557435,2474.8748000639134,0,2,0,1,Male,0,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No
7590-VHVEG_3316,19.848837282300735,57.78479924996173,1159.7785967699717,0,2,1,1,Female,0,No,No,Yes,No phone service,No internet service,No,No internet service,Yes,Yes,Yes,Yes
7590-VHVEG_3317,1.0,81.9026232323708,179.3635343745879,2,0,1,0,Female,0,Yes,No,Yes,Yes,No internet service,No internet service,No,No,No,No,Yes
7590-VHVEG_3318,48.96502486474215,85.67223049541772,4064.849553349644,1,2,0,1,Male,0,No,Yes,No,No,No,No,No,No,No,No,Yes
7590-VHVEG_3319,44.45900186951632,58.567228345383086,2614.815854627333,1,1,0,0,Female,0,Yes,No,Yes,No,No,Yes,No,Yes,No internet service,No,No
7590-VHVEG_3320,23.850026434867047,41.28438724533925,938.5743801159568,0,0,0,0,Female,1,Yes,No,Yes,No phone service,Yes,No,No internet service,No internet service,Yes,Yes,Yes
7590-VHVEG_3321,2.063250899292837,41.44694761617977,0.3702939570054724,2,2,0,0,Female,0,Yes,Yes,Yes,Yes,No,No,No,No,No internet service,No,Yes
7590-VHVEG_3322,43.63912967729937,86.96835695119162,3936.1732166132215,0,1,1,0,Female,0,No,No,No,No,No internet service,No,No internet service,No,No,No internet service,Yes
7590-VHVEG_3323,26.291452937751544,26.39316697256112,713.4443729329943,0,2,1,0,Female,0,Yes,No,Yes,No phone service,No internet service,No,No,No,No,No,No
7590-VHVEG_3324,45.692299260758425,106.92647938242781,4738.019808683739,0,0,3,0,Female,0,No,No,Yes,No,No,Yes,No internet service,No internet service,No,No,Yes
7590-VHVEG_3325,41.799205827211296,53.59685766263492,2190.5753631097523,0,2,0,1,Female,0,No,No,Yes,Yes,No,No,No internet service,Yes,No,Yes,Yes
7590-VHVEG_3326,48.736862035557934,72.73829825760595,3638.9415993229613,2,0,3,0,Male,1,No,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,Yes,No
7590-VHVEG_3327,21.89483701052633,82.54275144942731,1721.972268398178,1,0,0,1,Male,0,Yes,Yes,Yes,No,No,No internet service,No,No,No internet service,Yes,Yes
7590-VHVEG_3328,4.536009230532723,47.90785712427287,121.81194678438808,1,1,2,0,Female,0,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes
7590-VHVEG_3329,33.36528855882308,53.50255393361887,1770.4236945851992,2,1,0,0,Female,0,No,No,Yes,No,No internet service,Yes,Yes,No,No,No,Yes
